"","driver","altered_flow","impact","count_driver_alteration","count_driver_altflow_bdimpact","count_driver_impact","alteration","direction","count_alteredflow_impact"
"1335","Drought","Distance","Loss",60,9,109,"Increase","Decrease",94
"1336","Drought","Timing","Loss",95,12,109,"Increase","Decrease",114
"1337","Drought","Frequency","Loss",56,8,109,"Increase","Decrease",65
"1338","Drought","Duration","Loss",33,11,109,"Complex change","Decrease",103
"1339","Drought","Speed","Loss",68,9,109,"Increase","Decrease",85
"1340","Drought","Feedbacks","Loss",101,10,109,"Complex change","Decrease",101
"1341","Drought","Mechanism","Loss",74,8,109,"Complex change","Decrease",86
"1342","Drought","Quantity","Trophic",106,10,77,"Increase","Decrease",168
"1343","Drought","Direction","Trophic",124,8,77,"Complex change","Decrease",134
"1344","Drought","Location","Trophic",148,10,77,"Complex change","Decrease",131
"1345","Drought","Distance","Trophic",60,7,77,"Increase","Decrease",111
"1346","Drought","Timing","Trophic",95,8,77,"Increase","Decrease",125
"1347","Drought","Frequency","Trophic",56,5,77,"Increase","Decrease",78
"1348","Drought","Duration","Trophic",33,8,77,"Complex change","Decrease",123
"1349","Drought","Speed","Trophic",68,6,77,"Increase","Decrease",85
"1350","Drought","Feedbacks","Trophic",101,8,77,"Complex change","Decrease",121
"1351","Drought","Mechanism","Trophic",74,7,77,"Complex change","Decrease",93
"1352","Precipitation directional change","Quantity","Abundance",131,31,191,"Increase","Increase",284
"1353","Precipitation directional change","Direction","Abundance",149,21,191,"Complex change","Increase",179
"1354","Precipitation directional change","Location","Abundance",169,26,191,"Complex change","Increase",224
"1355","Precipitation directional change","Distance","Abundance",68,13,191,"Increase","Increase",137
"1356","Precipitation directional change","Timing","Abundance",125,25,191,"Increase","Increase",208
"1357","Precipitation directional change","Frequency","Abundance",76,14,191,"Increase","Increase",132
"1358","Precipitation directional change","Duration","Abundance",32,19,191,"Complex change","Increase",170
"1359","Precipitation directional change","Speed","Abundance",78,11,191,"Increase","Increase",111
"1360","Precipitation directional change","Feedbacks","Abundance",123,18,191,"Complex change","Increase",170
"1361","Precipitation directional change","Mechanism","Abundance",83,11,191,"Complex change","Increase",112
"1362","Precipitation directional change","Quantity","Connectivity",131,13,111,"Increase","Increase",128
"1363","Precipitation directional change","Direction","Connectivity",149,11,111,"Complex change","Increase",113
"1364","Precipitation directional change","Location","Connectivity",169,13,111,"Complex change","Increase",115
"1365","Precipitation directional change","Distance","Connectivity",68,9,111,"Increase","Increase",103
"1366","Precipitation directional change","Timing","Connectivity",125,13,111,"Increase","Increase",123
"1367","Precipitation directional change","Frequency","Connectivity",76,9,111,"Increase","Increase",93
"1368","Precipitation directional change","Duration","Connectivity",32,12,111,"Complex change","Increase",116
"1369","Precipitation directional change","Speed","Connectivity",78,8,111,"Increase","Increase",93
"1370","Precipitation directional change","Feedbacks","Connectivity",123,12,111,"Complex change","Increase",118
"1371","Precipitation directional change","Mechanism","Connectivity",83,9,111,"Complex change","Increase",97
"1372","Precipitation directional change","Quantity","Loss",131,18,123,"Increase","Decrease",157
"1373","Precipitation directional change","Direction","Loss",149,15,123,"Complex change","Decrease",129
"1374","Precipitation directional change","Location","Loss",169,16,123,"Complex change","Decrease",135
"1375","Precipitation directional change","Distance","Loss",68,10,123,"Increase","Decrease",94
"1376","Precipitation directional change","Timing","Loss",125,12,123,"Increase","Decrease",114
"1377","Precipitation directional change","Frequency","Loss",76,6,123,"Increase","Decrease",65
"1378","Precipitation directional change","Duration","Loss",32,12,123,"Complex change","Decrease",103
"1379","Precipitation directional change","Speed","Loss",78,11,123,"Increase","Decrease",85
"1380","Precipitation directional change","Feedbacks","Loss",123,12,123,"Complex change","Decrease",101
"1381","Precipitation directional change","Mechanism","Loss",83,9,123,"Complex change","Decrease",86
"1382","Precipitation directional change","Quantity","Trophic",131,18,118,"Increase","Decrease",168
"1383","Precipitation directional change","Direction","Trophic",149,14,118,"Complex change","Decrease",134
"1384","Precipitation directional change","Location","Trophic",169,14,118,"Complex change","Decrease",131
"1385","Precipitation directional change","Distance","Trophic",68,9,118,"Increase","Decrease",111
"1386","Precipitation directional change","Timing","Trophic",125,13,118,"Increase","Decrease",125
"1387","Precipitation directional change","Frequency","Trophic",76,7,118,"Increase","Decrease",78
"1388","Precipitation directional change","Duration","Trophic",32,12,118,"Complex change","Decrease",123
"1389","Precipitation directional change","Speed","Trophic",78,8,118,"Increase","Decrease",85
"1390","Precipitation directional change","Feedbacks","Trophic",123,12,118,"Complex change","Decrease",121
"1391","Precipitation directional change","Mechanism","Trophic",83,9,118,"Complex change","Decrease",93
"1392","Climate change  generic ","Quantity","Abundance",214,60,350,"Increase","Increase",284
"1393","Climate change  generic ","Direction","Abundance",224,33,350,"Complex change","Increase",179
"1394","Climate change  generic ","Location","Abundance",272,46,350,"Complex change","Increase",224
"1395","Climate change  generic ","Distance","Abundance",120,29,350,"Increase","Increase",137
"1396","Climate change  generic ","Timing","Abundance",152,38,350,"Increase","Increase",208
"1397","Climate change  generic ","Frequency","Abundance",105,27,350,"Increase","Increase",132
"1398","Climate change  generic ","Duration","Abundance",68,32,350,"Complex change","Increase",170
"1399","Climate change  generic ","Speed","Abundance",110,23,350,"Increase","Increase",111
"1400","Climate change  generic ","Feedbacks","Abundance",206,33,350,"Complex change","Increase",170
"1401","Climate change  generic ","Mechanism","Abundance",170,25,350,"Complex change","Increase",112
"1402","Climate change  generic ","Quantity","Connectivity",214,22,192,"Increase","Increase",128
"1403","Climate change  generic ","Direction","Connectivity",224,20,192,"Complex change","Increase",113
"1404","Climate change  generic ","Location","Connectivity",272,21,192,"Complex change","Increase",115
"1405","Climate change  generic ","Distance","Connectivity",120,19,192,"Increase","Increase",103
"1406","Climate change  generic ","Timing","Connectivity",152,19,192,"Increase","Increase",123
"1407","Climate change  generic ","Frequency","Connectivity",105,16,192,"Increase","Increase",93
"1408","Climate change  generic ","Duration","Connectivity",68,19,192,"Complex change","Increase",116
"1409","Climate change  generic ","Speed","Connectivity",110,18,192,"Increase","Increase",93
"1410","Climate change  generic ","Feedbacks","Connectivity",206,19,192,"Complex change","Increase",118
"1411","Climate change  generic ","Mechanism","Connectivity",170,19,192,"Complex change","Increase",97
"1412","Climate change  generic ","Quantity","Loss",214,28,180,"Increase","Decrease",157
"1413","Climate change  generic ","Direction","Loss",224,19,180,"Complex change","Decrease",129
"1414","Climate change  generic ","Location","Loss",272,25,180,"Complex change","Decrease",135
"1415","Climate change  generic ","Distance","Loss",120,15,180,"Increase","Decrease",94
"1416","Climate change  generic ","Timing","Loss",152,18,180,"Increase","Decrease",114
"1417","Climate change  generic ","Frequency","Loss",105,12,180,"Increase","Decrease",65
"1418","Climate change  generic ","Duration","Loss",68,15,180,"Complex change","Decrease",103
"1419","Climate change  generic ","Speed","Loss",110,16,180,"Increase","Decrease",85
"1420","Climate change  generic ","Feedbacks","Loss",206,16,180,"Complex change","Decrease",101
"1421","Climate change  generic ","Mechanism","Loss",170,15,180,"Complex change","Decrease",86
"1422","Climate change  generic ","Quantity","Trophic",214,27,185,"Increase","Decrease",168
"1423","Climate change  generic ","Direction","Trophic",224,19,185,"Complex change","Decrease",134
"1424","Climate change  generic ","Location","Trophic",272,22,185,"Complex change","Decrease",131
"1425","Climate change  generic ","Distance","Trophic",120,17,185,"Increase","Decrease",111
"1426","Climate change  generic ","Timing","Trophic",152,19,185,"Increase","Decrease",125
"1427","Climate change  generic ","Frequency","Trophic",105,12,185,"Increase","Decrease",78
"1428","Climate change  generic ","Duration","Trophic",68,18,185,"Complex change","Decrease",123
"1429","Climate change  generic ","Speed","Trophic",110,15,185,"Increase","Decrease",85
"1430","Climate change  generic ","Feedbacks","Trophic",206,19,185,"Complex change","Decrease",121
"1431","Climate change  generic ","Mechanism","Trophic",170,15,185,"Complex change","Decrease",93
"1432","Drought","Quantity","Abundance",106,27,153,"Increase","Increase",284
"1433","Drought","Direction","Abundance",124,18,153,"Complex change","Increase",179
"1434","Drought","Location","Abundance",148,22,153,"Complex change","Increase",224
"1435","Drought","Distance","Abundance",60,12,153,"Increase","Increase",137
