"","driver","altered_flow","impact","count_driver_alteration","count_driver_altflow_bdimpact","count_driver_impact","alteration","direction","count_alteredflow_impact","X2.1.Flow.Type"
"927","Climate change  generic ","Location","Abundance",272,46,350,"Complex change","Complex change",224,"Biotic"
"928","Climate change  generic ","Distance","Abundance",61,29,350,"Complex change","Complex change",137,"Biotic"
"929","Climate change  generic ","Timing","Abundance",72,38,350,"Complex change","Complex change",208,"Biotic"
"930","Climate change  generic ","Frequency","Abundance",50,27,350,"Complex change","Complex change",132,"Biotic"
"931","Climate change  generic ","Duration","Abundance",68,32,350,"Complex change","Complex change",170,"Biotic"
"932","Climate change  generic ","Speed","Abundance",43,23,350,"Complex change","Complex change",111,"Biotic"
"933","Climate change  generic ","Feedbacks","Abundance",206,33,350,"Complex change","Complex change",170,"Biotic"
"934","Climate change  generic ","Mechanism","Abundance",170,25,350,"Complex change","Complex change",112,"Biotic"
"935","Climate change  generic ","Quantity","Composition",79,44,251,"Complex change","Complex change",191,"Biotic"
"936","Climate change  generic ","Direction","Composition",224,24,251,"Complex change","Complex change",132,"Biotic"
"937","Climate change  generic ","Location","Composition",272,28,251,"Complex change","Complex change",146,"Biotic"
"938","Climate change  generic ","Distance","Composition",61,21,251,"Complex change","Complex change",91,"Biotic"
"939","Climate change  generic ","Timing","Composition",72,27,251,"Complex change","Complex change",131,"Biotic"
"940","Climate change  generic ","Frequency","Composition",50,18,251,"Complex change","Complex change",81,"Biotic"
"941","Climate change  generic ","Duration","Composition",68,26,251,"Complex change","Complex change",122,"Biotic"
"942","Climate change  generic ","Speed","Composition",43,19,251,"Complex change","Complex change",76,"Biotic"
"943","Climate change  generic ","Feedbacks","Composition",206,25,251,"Complex change","Complex change",114,"Biotic"
"944","Climate change  generic ","Mechanism","Composition",170,17,251,"Complex change","Complex change",67,"Biotic"
"945","Climate change  generic ","Quantity","Connectivity",79,22,192,"Complex change","Complex change",128,"Biotic"
"946","Climate change  generic ","Direction","Connectivity",224,20,192,"Complex change","Complex change",113,"Biotic"
"947","Climate change  generic ","Location","Connectivity",272,21,192,"Complex change","Complex change",115,"Biotic"
"948","Climate change  generic ","Distance","Connectivity",61,19,192,"Complex change","Complex change",103,"Biotic"
"949","Climate change  generic ","Timing","Connectivity",72,19,192,"Complex change","Complex change",123,"Biotic"
"950","Climate change  generic ","Frequency","Connectivity",50,16,192,"Complex change","Complex change",93,"Biotic"
"951","Climate change  generic ","Duration","Connectivity",68,19,192,"Complex change","Complex change",116,"Biotic"
"952","Climate change  generic ","Speed","Connectivity",43,18,192,"Complex change","Complex change",93,"Biotic"
"953","Climate change  generic ","Feedbacks","Connectivity",206,19,192,"Complex change","Complex change",118,"Biotic"
"954","Climate change  generic ","Mechanism","Connectivity",170,19,192,"Complex change","Complex change",97,"Biotic"
"955","Climate change  generic ","Quantity","Management",79,23,141,"Complex change","Complex change",127,"Biotic"
"956","Climate change  generic ","Direction","Management",224,15,141,"Complex change","Complex change",93,"Biotic"
"957","Climate change  generic ","Location","Management",272,16,141,"Complex change","Complex change",89,"Biotic"
"958","Climate change  generic ","Distance","Management",61,11,141,"Complex change","Complex change",65,"Biotic"
"959","Climate change  generic ","Timing","Management",72,13,141,"Complex change","Complex change",80,"Biotic"
"960","Climate change  generic ","Frequency","Management",50,11,141,"Complex change","Complex change",59,"Biotic"
"961","Climate change  generic ","Duration","Management",68,11,141,"Complex change","Complex change",65,"Biotic"
"962","Climate change  generic ","Speed","Management",43,11,141,"Complex change","Complex change",61,"Biotic"
"963","Climate change  generic ","Feedbacks","Management",206,14,141,"Complex change","Complex change",85,"Biotic"
"964","Climate change  generic ","Mechanism","Management",170,14,141,"Complex change","Complex change",69,"Biotic"
"965","Climate change  generic ","Quantity","Richness",79,25,158,"Complex change","Complex change",145,"Biotic"
"966","Climate change  generic ","Direction","Richness",224,18,158,"Complex change","Complex change",111,"Biotic"
"967","Climate change  generic ","Location","Richness",272,20,158,"Complex change","Complex change",113,"Biotic"
"968","Climate change  generic ","Distance","Richness",61,12,158,"Complex change","Complex change",64,"Biotic"
"969","Climate change  generic ","Timing","Richness",72,19,158,"Complex change","Complex change",100,"Biotic"
"970","Climate change  generic ","Frequency","Richness",50,10,158,"Complex change","Complex change",43,"Biotic"
"971","Climate change  generic ","Duration","Richness",68,14,158,"Complex change","Complex change",70,"Biotic"
"972","Climate change  generic ","Speed","Richness",43,13,158,"Complex change","Complex change",49,"Biotic"
"973","Climate change  generic ","Feedbacks","Richness",206,15,158,"Complex change","Complex change",76,"Biotic"
"974","Climate change  generic ","Mechanism","Richness",170,11,158,"Complex change","Complex change",49,"Biotic"
"975","Climate change  generic ","Quantity","Abundance",214,60,350,"Increase","Complex change",284,"Biotic"
"976","Climate change  generic ","Direction","Abundance",224,33,350,"Complex change","Complex change",179,"Biotic"
"977","Climate change  generic ","Location","Abundance",272,46,350,"Complex change","Complex change",224,"Biotic"
"978","Climate change  generic ","Distance","Abundance",120,29,350,"Increase","Complex change",137,"Biotic"
"979","Climate change  generic ","Timing","Abundance",152,38,350,"Increase","Complex change",208,"Biotic"
"980","Climate change  generic ","Frequency","Abundance",105,27,350,"Increase","Complex change",132,"Biotic"
"981","Climate change  generic ","Duration","Abundance",120,32,350,"Increase","Complex change",170,"Biotic"
"982","Climate change  generic ","Speed","Abundance",110,23,350,"Increase","Complex change",111,"Biotic"
"983","Climate change  generic ","Feedbacks","Abundance",206,33,350,"Complex change","Complex change",170,"Biotic"
"984","Climate change  generic ","Mechanism","Abundance",170,25,350,"Complex change","Complex change",112,"Biotic"
"985","Climate change  generic ","Quantity","Composition",214,44,251,"Increase","Complex change",191,"Biotic"
"986","Climate change  generic ","Direction","Composition",224,24,251,"Complex change","Complex change",132,"Biotic"
"987","Climate change  generic ","Location","Composition",272,28,251,"Complex change","Complex change",146,"Biotic"
"988","Climate change  generic ","Distance","Composition",120,21,251,"Increase","Complex change",91,"Biotic"
"989","Climate change  generic ","Timing","Composition",152,27,251,"Increase","Complex change",131,"Biotic"
"990","Climate change  generic ","Frequency","Composition",105,18,251,"Increase","Complex change",81,"Biotic"
"991","Climate change  generic ","Duration","Composition",120,26,251,"Increase","Complex change",122,"Biotic"
"992","Climate change  generic ","Speed","Composition",110,19,251,"Increase","Complex change",76,"Biotic"
"993","Climate change  generic ","Feedbacks","Composition",206,25,251,"Complex change","Complex change",114,"Biotic"
"994","Climate change  generic ","Mechanism","Composition",170,17,251,"Complex change","Complex change",67,"Biotic"
"995","Climate change  generic ","Quantity","Connectivity",214,22,192,"Increase","Complex change",128,"Biotic"
"996","Climate change  generic ","Direction","Connectivity",224,20,192,"Complex change","Complex change",113,"Biotic"
"997","Climate change  generic ","Location","Connectivity",272,21,192,"Complex change","Complex change",115,"Biotic"
"998","Climate change  generic ","Distance","Connectivity",120,19,192,"Increase","Complex change",103,"Biotic"
"999","Climate change  generic ","Timing","Connectivity",152,19,192,"Increase","Complex change",123,"Biotic"
"1000","Climate change  generic ","Frequency","Connectivity",105,16,192,"Increase","Complex change",93,"Biotic"
"1001","Climate change  generic ","Duration","Connectivity",120,19,192,"Increase","Complex change",116,"Biotic"
"1002","Climate change  generic ","Speed","Connectivity",110,18,192,"Increase","Complex change",93,"Biotic"
"1003","Climate change  generic ","Feedbacks","Connectivity",206,19,192,"Complex change","Complex change",118,"Biotic"
"1004","Climate change  generic ","Mechanism","Connectivity",170,19,192,"Complex change","Complex change",97,"Biotic"
"1005","Climate change  generic ","Quantity","Trophic",214,27,185,"Increase","Increase",168,"Biotic"
"1006","Climate change  generic ","Direction","Trophic",224,19,185,"Complex change","Increase",134,"Biotic"
"1007","Climate change  generic ","Location","Trophic",272,22,185,"Complex change","Increase",131,"Biotic"
"1008","Climate change  generic ","Distance","Trophic",120,17,185,"Increase","Increase",111,"Biotic"
"1009","Climate change  generic ","Timing","Trophic",152,19,185,"Increase","Increase",125,"Biotic"
"1010","Climate change  generic ","Frequency","Trophic",105,12,185,"Increase","Increase",78,"Biotic"
"1011","Climate change  generic ","Duration","Trophic",120,18,185,"Increase","Increase",123,"Biotic"
"1012","Climate change  generic ","Speed","Trophic",110,15,185,"Increase","Increase",85,"Biotic"
"1013","Climate change  generic ","Feedbacks","Trophic",206,19,185,"Complex change","Increase",121,"Biotic"
"1014","Climate change  generic ","Mechanism","Trophic",170,15,185,"Complex change","Increase",93,"Biotic"
"1015","Air temperature directional change","Quantity","Abundance",175,45,229,"Increase","Complex change",284,"Biotic"
"1016","Air temperature directional change","Direction","Abundance",163,20,229,"Complex change","Complex change",179,"Biotic"
"1017","Air temperature directional change","Location","Abundance",200,32,229,"Complex change","Complex change",224,"Biotic"
"1018","Air temperature directional change","Distance","Abundance",103,13,229,"Increase","Complex change",137,"Biotic"
"1019","Air temperature directional change","Timing","Abundance",152,31,229,"Increase","Complex change",208,"Biotic"
"1020","Air temperature directional change","Frequency","Abundance",86,15,229,"Increase","Complex change",132,"Biotic"
"1021","Air temperature directional change","Duration","Abundance",111,24,229,"Increase","Complex change",170,"Biotic"
"1022","Air temperature directional change","Speed","Abundance",89,14,229,"Increase","Complex change",111,"Biotic"
"1023","Air temperature directional change","Feedbacks","Abundance",126,21,229,"Complex change","Complex change",170,"Biotic"
"1024","Air temperature directional change","Mechanism","Abundance",85,11,229,"Complex change","Complex change",112,"Biotic"
"1025","Air temperature directional change","Quantity","Composition",175,37,205,"Increase","Complex change",191,"Biotic"
"1026","Air temperature directional change","Direction","Composition",163,21,205,"Complex change","Complex change",132,"Biotic"
"1027","Air temperature directional change","Location","Composition",200,29,205,"Complex change","Complex change",146,"Biotic"
"1028","Air temperature directional change","Distance","Composition",103,14,205,"Increase","Complex change",91,"Biotic"
"1029","Air temperature directional change","Timing","Composition",152,24,205,"Increase","Complex change",131,"Biotic"
"1030","Air temperature directional change","Frequency","Composition",86,14,205,"Increase","Complex change",81,"Biotic"
"1031","Air temperature directional change","Duration","Composition",111,20,205,"Increase","Complex change",122,"Biotic"
"1032","Air temperature directional change","Speed","Composition",89,13,205,"Increase","Complex change",76,"Biotic"
"1033","Air temperature directional change","Feedbacks","Composition",126,20,205,"Complex change","Complex change",114,"Biotic"
"1034","Air temperature directional change","Mechanism","Composition",85,11,205,"Complex change","Complex change",67,"Biotic"
